대분류,중분류,소분류,event_url,시술명,대표이미지,시술_해시태그,평점,후기_갯수,원가,VAT_정보,시술_정보,병원명,병원_정보,병원_주소,마취정보,영업시간,병원_연락처(안심번호)
리프팅,레이저리프팅,인모드리프팅,https://www.yeoshin.co.kr/event/mobile/24928,홍대 언제나유리해! 슈링크.인모드.윤곽주사,https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/3H1BoV1toNW417CsiChEzB1W0Iq7.jpg?q=90&f=webp&w=1024,"#리프팅레이저
#타이트닝",9.8,후기 182,"87,000원",VAT 포함,"슈링크유니버스
시술시간
10~20분
마취여부
크림마취
회복시간
약 3일
시술효과
3~6개월",유리에성형외과,전문의 2명 / 전문의 2명 / 수술실 CCTV / 수술실 CCTV / 응급처치 시스템 / 응급처치 시스템 / 기본 입원실 / 기본 입원실 / 전담회복실 / 전담회복실 / 사후관리 / 사후관리,서울특별시 마포구 양화로 165 (동교동) 상진빌딩1202호 12층 유리에 성형외과,"크림마취
수면마취
국소마취",화요일 10:30 ~ 20:30 / 수요일 10:30 ~ 19:30 / 목요일 10:30 ~ 20:30 / 금요일 10:30 ~ 19:30 / 토요일 10:00 ~ 17:00 / 일요일 휴진,050803530155
리프팅,레이저리프팅,인모드리프팅,https://www.yeoshin.co.kr/event/mobile/25826,피부과 전문의 인모드 키닥터,https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/ICd5Sa3dmfuiqag9BbWMRgOoPnX1.png?q=90&f=webp&w=1024,"#피부과 전문의
#리프팅레이저
#얼굴지방개선",,,"319,000원",VAT 포함,"인모드
시술시간
30~60분
마취여부
크림마취
회복시간
약 3일
시술효과
약 2주 후",청담엔케이피부과의원,전문의 1명 / 전문의 1명 / 여의사 진료 / 여의사 진료 / 피부진단기 F-RAY 촬영 > / 피부진단기 F-RAY 촬영 > / 피부진단기 F-RAY 촬영 >,서울특별시 강서구 마곡중앙5로 81 (마곡동) 5층 청담NK피부과의원,,화요일 10:00 ~ 19:00 (점심 13:00 ~ 14:00) / 수요일 10:00 ~ 19:00 (점심 13:00 ~ 14:00) / 목요일 10:00 ~ 19:00 (점심 13:00 ~ 14:00) / 금요일 10:00 ~ 20:00 (점심 13:00 ~ 14:00) / 토요일 09:30 ~ 14:30 / 일요일 휴진,050803531467
리프팅,레이저리프팅,인모드리프팅,https://www.yeoshin.co.kr/event/mobile/8155,인모드 FX / FORMA,https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/1173026072.jpg?q=90&f=webp&w=1024,"#리프팅레이저
#얼굴지방개선
#타이트닝",,,"90,000원",VAT 포함,"인모드
시술시간
30분
마취여부
크림마취
회복시간
3일
시술효과
2주 후",뷰티제이의원,,경상남도 창원시 마산회원구 양덕로 190 뷰티제이의원,,화요일 10:00 ~ 20:00 (점심 13:00 ~ 14:00) / 수요일 14:00 ~ 21:00 / 목요일 10:00 ~ 20:00 (점심 13:00 ~ 14:00) / 금요일 10:00 ~ 20:00 (점심 13:00 ~ 14:00) / 토요일 10:00 ~ 16:00 / 일요일 휴진,0508-0354-2500
리프팅,레이저리프팅,인모드리프팅,https://www.yeoshin.co.kr/event/mobile/14689,지방&탄력 인모드 리프팅,https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/GjsRG0LoM8uHRZCDSe8wfGqjktf8.jpg?q=90&f=webp&w=1024,"#리프팅레이저
#얼굴지방개선
#타이트닝",9.2,후기 15,"132,000원",VAT 포함,"인모드
시술시간
30~60분
마취여부
크림마취
회복시간
3일
시술효과
2주 후",유앤아이의원(김포점),,경기도 김포시 김포한강4로 525 유앤아이의원(김포점),,화요일 10:00 ~ 20:30 (점심 13:00 ~ 14:00) / 수요일 10:00 ~ 20:30 (점심 13:00 ~ 14:00) / 목요일 10:00 ~ 20:30 (점심 13:00 ~ 14:00) / 금요일 10:00 ~ 20:30 (점심 13:00 ~ 14:00) / 토요일 10:00 ~ 16:00 / 일요일 10:00 ~ 16:00,0508-0354-0557
리프팅,레이저리프팅,인모드리프팅,https://www.yeoshin.co.kr/event/mobile/13419,인모드 FX / FORMA,https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/8cCiMGrVijkHAsivY0PNnDYAoek.jpg?q=90&f=webp&w=1024,"#리프팅레이저
#얼굴지방개선
#타이트닝",7,후기 1,"108,900원",VAT 포함,"인모드
시술시간
30~60분
마취여부
크림마취
회복시간
약 3일
시술효과
약 2주 후",연세미사랑의원,,대구광역시 동구 동촌로 242 연세미사랑의원,,화요일 10:00 ~ 18:00 (점심 13:00 ~ 14:00) / 수요일 10:00 ~ 18:00 (점심 13:00 ~ 14:00) / 목요일 10:00 ~ 18:00 (점심 13:00 ~ 14:00) / 금요일 10:00 ~ 18:00 (점심 13:00 ~ 14:00) / 토요일 10:00 ~ 16:00 (점심 13:00 ~ 14:00) / 일요일 휴진,0508-0354-2430
리프팅,레이저리프팅,인모드리프팅,https://www.yeoshin.co.kr/event/mobile/7581,인모드 리프팅,https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/Pfr7fMYs4qtGhYmVHtPwB9wf5vg8.jpg?q=90&f=webp&w=1024,"#리프팅레이저
#얼굴지방개선
#타이트닝",9.4,후기 418,"99,000원",VAT 포함,"인모드
시술시간
30분
마취여부
냉각마취
회복시간
3일
시술효과
2주 후",데이원의원(강남역점),전문의 1명 / 전문의 1명,서울시 서초구 강남대로 423 데이원의원(강남역점),,화요일 10:30 ~ 20:30 (점심 13:00 ~ 14:00) / 수요일 10:30 ~ 20:30 (점심 13:00 ~ 14:00) / 목요일 10:30 ~ 20:30 (점심 13:00 ~ 14:00) / 금요일 10:30 ~ 20:30 (점심 13:00 ~ 14:00) / 토요일 10:30 ~ 16:00 / 일요일 휴진,0508-0353-7131
리프팅,레이저리프팅,인모드리프팅,https://www.yeoshin.co.kr/event/mobile/14842,지방세포제거와 리프팅을 동시에!,https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/1621549956.jpg?q=90&f=webp&w=1024,"#리프팅레이저
#얼굴지방개선
#타이트닝",10,후기 1,"110,000원",VAT 포함,"인모드
시술시간
60분
마취여부
냉각마취
회복시간
3일
시술효과
2주 후",용인미하나의원,전문의 1명 / 전문의 1명,경기도 용인시 처인구 금령로 86 용인미하나의원,,화요일 10:00 ~ 20:30 (점심 13:00 ~ 14:00) / 수요일 10:00 ~ 20:30 (점심 13:00 ~ 14:00) / 목요일 10:00 ~ 20:30 (점심 13:00 ~ 14:00) / 금요일 10:00 ~ 20:30 (점심 13:00 ~ 14:00) / 토요일 10:00 ~ 16:30 / 일요일 휴진,0508-0353-9926
리프팅,레이저리프팅,인모드리프팅,https://www.yeoshin.co.kr/event/mobile/7777,인모드 얼굴 1부위 11만원,https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/824218273.jpg?q=90&f=webp&w=1024,"#리프팅레이저
#얼굴지방개선
#타이트닝",10,후기 1,"110,000원",VAT 포함,"인모드
시술시간
30분
마취여부
냉각마취
회복시간
3일
시술효과
2주 후",조은날의원,,서울시 강남구 강남대로 476 조은날의원,,화요일 10:30 ~ 20:30 (점심 13:00 ~ 14:00) / 수요일 10:30 ~ 20:30 (점심 13:00 ~ 14:00) / 목요일 10:30 ~ 20:30 (점심 13:00 ~ 14:00) / 금요일 10:30 ~ 20:30 (점심 13:00 ~ 14:00) / 토요일 10:30 ~ 16:30 / 일요일 휴진,0508-0353-4980
리프팅,레이저리프팅,인모드리프팅,https://www.yeoshin.co.kr/event/mobile/15074,슬림 이중턱패키지,https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/NAcNe8ulkeSMEhVgrFgEP3MQepV8.jpeg?q=90&f=webp&w=1024,"#리프팅레이저
#얼굴지방개선
#타이트닝",,,"174,900원",VAT 포함,"인모드 FX
시술시간
5~20분
마취여부
크림마취
회복시간
약 3일
시술효과
약 2주 후",오운의원(구리점),여의사 진료 / 여의사 진료,"경기도 구리시 산마루로 5 대방디엠시티 3층, 오운의원(구리점)",,화요일 10:00 ~ 20:00 (점심 13:00 ~ 14:00) / 수요일 10:00 ~ 20:00 (점심 13:00 ~ 14:00) / 목요일 10:00 ~ 20:00 (점심 13:00 ~ 14:00) / 금요일 10:00 ~ 20:00 (점심 13:00 ~ 14:00) / 토요일 10:00 ~ 16:00 / 일요일 휴진,0508-0353-9945
리프팅,레이저리프팅,인모드리프팅,https://www.yeoshin.co.kr/event/mobile/15454,시간보장 커스텀디자인 인모드,https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/hLoXjbrOYZwgKYJ8yOw6KOa522B7.jpg?q=90&f=webp&w=1024,"#리프팅레이저
#얼굴지방개선
#타이트닝",9.3,후기 3,"196,900원",VAT 포함,"인모드
시술시간
30~40분
마취여부
마취없음
회복시간
3일
시술효과
2주 후",연의원 범계(안양),,경기도 안양시 동안구 평촌대로217번길 15 (호계동) 파크에비뉴엘 4층,,화요일 10:30 ~ 20:30 (점심 13:30 ~ 14:30) / 수요일 휴진 / 목요일 10:30 ~ 20:30 (점심 13:30 ~ 14:30) / 금요일 10:00 ~ 18:00 (점심 13:30 ~ 14:30) / 토요일 10:00 ~ 16:00 / 일요일 휴진,0508-0354-1067
리프팅,레이저리프팅,인모드리프팅,https://www.yeoshin.co.kr/event/mobile/16104,인모드,https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/fps2rlHNtgjquqvCZyUzO8cg6KG4.jpg?q=90&f=webp&w=1024,"#리프팅레이저
#얼굴지방개선
#타이트닝",,,"440,000원",VAT 포함,"인모드
시술시간
30~60분
마취여부
크림마취
회복시간
3일
시술효과
2주 후",동안중심의원,전문의 2명 / 전문의 2명,서울특별시 강남구 압구정로48길 26 (신사동) 동안중심의원,,화요일 10:00 ~ 19:00 (점심 13:00 ~ 14:00) / 수요일 10:00 ~ 19:00 (점심 13:00 ~ 14:00) / 목요일 10:00 ~ 19:00 (점심 13:00 ~ 14:00) / 금요일 12:00 ~ 21:00 / 토요일 10:00 ~ 16:00 / 일요일 휴진,0508-0353-9614
리프팅,레이저리프팅,인모드리프팅,https://www.yeoshin.co.kr/event/mobile/10148,탄력 잡기 인모드 리프팅,https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/aKpKjPfxwC7hYDcDUrvhFO2dyiL7.jpg?q=90&f=webp&w=1024,"#리프팅레이저
#얼굴지방개선
#타이트닝",10,후기 3,"60,500원",VAT 포함,"인모드 FX
시술시간
20분
마취여부
냉각마취
회복시간
3일
시술효과
2주 후",오운의원(구리점),여의사 진료 / 여의사 진료,"경기도 구리시 산마루로 5 대방디엠시티 3층, 오운의원(구리점)",,화요일 10:00 ~ 20:00 (점심 13:00 ~ 14:00) / 수요일 10:00 ~ 20:00 (점심 13:00 ~ 14:00) / 목요일 10:00 ~ 20:00 (점심 13:00 ~ 14:00) / 금요일 10:00 ~ 20:00 (점심 13:00 ~ 14:00) / 토요일 10:00 ~ 16:00 / 일요일 휴진,0508-0353-9945
리프팅,레이저리프팅,인모드리프팅,https://www.yeoshin.co.kr/event/mobile/2598,인모드 17만원,https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/1831164852.jpg?q=90&f=webp&w=1024,"#리프팅레이저
#얼굴지방개선
#타이트닝",9.9,후기 14,"187,000원",VAT 포함,"인모드
시술시간
30분
마취여부
냉각마취
회복시간
3일
시술효과
2주 후",조은날의원,,서울시 강남구 강남대로 476 조은날의원,,화요일 10:30 ~ 20:30 (점심 13:00 ~ 14:00) / 수요일 10:30 ~ 20:30 (점심 13:00 ~ 14:00) / 목요일 10:30 ~ 20:30 (점심 13:00 ~ 14:00) / 금요일 10:30 ~ 20:30 (점심 13:00 ~ 14:00) / 토요일 10:30 ~ 16:30 / 일요일 휴진,0508-0353-4980
리프팅,레이저리프팅,인모드리프팅,https://www.yeoshin.co.kr/event/mobile/3393,적은 통증으로 효과 있는 인모드,https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/r6W1VbDVEEGgapUxWtAIHHeKPmN9.jpg?q=90&f=webp&w=1024,"#리프팅레이저
#얼굴지방개선
#타이트닝",9.6,후기 311,"297,000원",VAT 포함,"인모드
시술시간
20-30분
마취여부
크림마취
회복시간
7일
시술효과
당일",라클라쎄의원,,서울특별시 강남구 테헤란로 101 (역삼동) 라클라쎄의원,,화요일 10:00 ~ 20:00 (점심 13:00 ~ 14:00) / 수요일 10:00 ~ 20:00 (점심 13:00 ~ 14:00) / 목요일 10:00 ~ 20:00 (점심 13:00 ~ 14:00) / 금요일 10:00 ~ 20:00 (점심 13:00 ~ 14:00) / 토요일 10:00 ~ 16:00 / 일요일 10:00 ~ 16:00,0508-0353-6793
리프팅,레이저리프팅,슈링크유니버스,https://www.yeoshin.co.kr/event/mobile/27323,에르네의원 슈링크유니버스(마취선택),https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/R8ZIHUCzWDA9cMO9x3EkuYISYDC7.jpg?q=90&f=webp&w=1024,"#리프팅레이저
#타이트닝",5,후기 1,"97,900원",VAT 포함,"슈링크유니버스
시술시간
30~40분
마취여부
마취선택 타입
회복시간
약 3일
시술효과
1~2개월",에르네의원,여의사 진료 / 여의사 진료 / 영어 응대 / 영어 응대 / 중국어 응대 / 중국어 응대 / 일본어 응대 / 일본어 응대,서울시 서초구 서초대로 77길 59 에르네의원,,화요일 10:00 ~ 21:00 / 수요일 10:00 ~ 21:00 / 목요일 10:00 ~ 21:00 / 금요일 10:00 ~ 21:00 / 토요일 10:00 ~ 17:00 / 일요일 10:00 ~ 17:00,0508-0354-2964
리프팅,레이저리프팅,슈링크유니버스,https://www.yeoshin.co.kr/event/mobile/21911,인천 구월동 슈링크유니버스 100샷,https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/hxpp1VrP9VcUUXBxManAoruKAN3A.png?q=90&f=webp&w=1024,"#리프팅레이저
#타이트닝",9.7,후기 18,"42,900원",VAT 포함,"슈링크유니버스
시술시간
30~40분
마취여부
크림마취
회복시간
약 3일
시술효과
1~2개월",닥터쁘띠의원(인천구월점),여의사 진료 / 여의사 진료 / 사후관리 / 사후관리,인천광역시 남동구 예술로 126 (구월동) 3층,"크림마취
비수면 무통마취
국소마취",화요일 10:30 ~ 20:30 / 수요일 10:30 ~ 20:30 / 목요일 10:30 ~ 20:30 / 금요일 10:30 ~ 20:30 / 토요일 10:30 ~ 17:00 / 일요일 10:30 ~ 17:00,0508-0353-0764
리프팅,레이저리프팅,슈링크유니버스,https://www.yeoshin.co.kr/event/mobile/27333,피부 탄력 UP! 슈링크 유니버스,https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/J00qp9gpV4wIjtyjKGUnytR3jok8.jpg?q=90&f=webp&w=1024,"#리프팅레이저
#타이트닝",7.5,후기 4,"38,500원",VAT 포함,"슈링크유니버스
시술시간
30~40분
마취여부
크림마취
회복시간
약 3일
시술효과
1~2개월",유앤아이의원(창동점),,서울특별시 도봉구 마들로11길 51 (창동) 4층,크림마취,화요일 10:00 ~ 20:30 / 수요일 10:00 ~ 20:30 / 목요일 10:00 ~ 20:30 / 금요일 10:00 ~ 20:30 / 토요일 10:00 ~ 16:00 / 일요일 10:00 ~ 16:00,050803543360
리프팅,레이저리프팅,슈링크유니버스,https://www.yeoshin.co.kr/event/mobile/23081,"탄력UP, 처짐DOWN 슈링크유니버스",https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/idWaiOAvulc5Unqd6AAjNayKp918.png?q=90&f=webp&w=1024,"#리프팅레이저
#타이트닝",9.7,후기 22,"108,900원",VAT 포함,"슈링크유니버스
시술시간
30~40분
마취여부
마취없음
회복시간
약 3일
시술효과
1~2개월",뷰티블라썸의원,여의사 진료 / 여의사 진료 / 사후관리 / 사후관리 / 영어 응대 / 영어 응대 / 중국어 응대 / 중국어 응대 / 일본어 응대 / 일본어 응대,"서울특별시 마포구 양화로 66 (서교동) 5층,6층",,화요일 10:00 ~ 20:00 / 수요일 10:00 ~ 20:00 / 목요일 10:00 ~ 20:00 / 금요일 10:00 ~ 20:00 / 토요일 10:00 ~ 16:30 / 일요일 10:00 ~ 16:30 / 대체 공휴일 진료,0508-0353-9342
리프팅,레이저리프팅,슈링크유니버스,https://www.yeoshin.co.kr/event/mobile/18785,슈링크 유니버스 300샷,https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/CnQtIgNH7MSlHKhqp355qfVCrSr2.jpg?q=90&f=webp&w=1024,"#리프팅레이저
#타이트닝",9.7,후기 35,"99,000원",VAT 포함,"슈링크유니버스
시술시간
15분
마취여부
선택
회복시간
당일
시술효과
-",뷰티앤디지털치과병원,전문의 9명 / 전문의 9명 / 피부진단기 F-RAY 촬영 > / 피부진단기 F-RAY 촬영 > / 피부진단기 F-RAY 촬영 >,"경기도 파주시 경의로1240번길 19 (와동동) 월드타워15차 7층, 8층",,화요일 10:00 ~ 20:00 / 수요일 10:00 ~ 20:00 / 목요일 10:00 ~ 20:00 / 금요일 10:00 ~ 18:00 / 토요일 10:00 ~ 16:00 / 일요일 휴진 / 월~금 점심시간은 2시~3시 입니다,0508-0353-9799
리프팅,레이저리프팅,슈링크유니버스,https://www.yeoshin.co.kr/event/mobile/16991,슈링크 유니버스 100샷,https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/ZosaOLtxEAEs45zalGjVeJ7pPzF7.jpg?q=90&f=webp&w=1024,"#리프팅레이저
#타이트닝",9.1,후기 84,"31,900원",VAT 포함,"슈링크유니버스
시술시간
30~40분
마취여부
크림마취
회복시간
3일
시술효과
1~2달 후",롤리팝성형외과의원,전문의 6명 / 전문의 6명 / 여의사 진료 / 여의사 진료 / 수술실 CCTV / 수술실 CCTV / 영어 응대 / 영어 응대 / 일본어 응대 / 일본어 응대 / 피부진단기 F-RAY 촬영 > / 피부진단기 F-RAY 촬영 > / 피부진단기 F-RAY 촬영 >,서울특별시 강남구 도산대로 119 (신사동) 2층,"크림마취
수면마취
국소마취",화요일 10:00 ~ 19:00 / 수요일 10:00 ~ 19:00 / 목요일 10:00 ~ 19:00 / 금요일 10:00 ~ 19:00 / 토요일 10:00 ~ 19:00 / 일요일 13:00 ~ 19:00,0508-0353-5502
리프팅,레이저리프팅,슈링크유니버스,https://www.yeoshin.co.kr/event/mobile/22020,슈링크 유니버스 300샷,https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/GB6UMhjLDEs2nBwDFq8CAA1SmteA.jpg?q=90&f=webp&w=1024,"#리프팅레이저
#타이트닝",,,"155,000원",VAT 포함,"슈링크유니버스
시술시간
30~40분
마취여부
크림마취
회복시간
약 3일
시술효과
1~2개월",비올라셀성형외과,전문의 1명 / 전문의 1명 / 수술실 CCTV / 수술실 CCTV / 전담회복실 / 전담회복실 / 사후관리 / 사후관리 / 피부진단기 F-RAY 촬영 > / 피부진단기 F-RAY 촬영 > / 피부진단기 F-RAY 촬영 >,서울특별시 강남구 도산대로 138 (논현동) 3층,"크림마취
수면마취
비수면 무통마취
국소마취",화요일 10:00 ~ 19:00 / 수요일 10:00 ~ 19:00 / 목요일 10:00 ~ 19:00 / 금요일 10:00 ~ 21:00 / 토요일 10:00 ~ 17:00 / 일요일 휴진,0508-0353-4553
리프팅,레이저리프팅,슈링크유니버스,https://www.yeoshin.co.kr/event/mobile/21214,슈링크 유니버스 리프팅,https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/atSxg5vKKXCn7hXqs95KKaA09XO4.jpg?q=90&f=webp&w=1024,"#리프팅레이저
#타이트닝",9.5,후기 2,"165,000원",VAT 포함,"슈링크유니버스
시술시간
30~40분
마취여부
크림마취
회복시간
약 3일
시술효과
1~2개월",가산시그니처정형외과의원,전문의 1명 / 전문의 1명 / 분야별 협진 / 분야별 협진 / 전담회복실 / 전담회복실,서울특별시 금천구 가산디지털2로 144 (가산동) 현대테라타워 가산DK 2층 가산시그니처정형외과의원,"크림마취
수면마취
비수면 무통마취
국소마취",화요일 09:00 ~ 20:00 (점심 14:00 ~ 15:00) / 수요일 09:00 ~ 20:00 (점심 14:00 ~ 15:00) / 목요일 09:00 ~ 20:00 (점심 14:00 ~ 15:00) / 금요일 09:00 ~ 20:00 (점심 14:00 ~ 15:00) / 토요일 09:00 ~ 14:00 / 일요일 휴진,0508-0353-8080
리프팅,레이저리프팅,슈링크유니버스,https://www.yeoshin.co.kr/event/mobile/26101,365드림치과병원 슈링크유니버스 출시이벤트,https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/ZvutrAlahyaUdDqQrVXgb2CCsKB.jpg?q=90&f=webp&w=1024,"#리프팅레이저
#타이트닝",,,"110,000원",VAT 포함,"슈링크유니버스
시술시간
30~40분
마취여부
크림마취
회복시간
약 3일
시술효과
1~2개월",365드림치과병원,전문의 6명 / 전문의 6명 / 여의사 진료 / 여의사 진료 / 분야별 협진 / 분야별 협진 / 전담회복실 / 전담회복실,부산광역시 수영구 연수로 408 (광안동) 365드림치과병원 7~12층,"가글마취
수면마취
비수면 무통마취
국소마취",화요일 09:30 ~ 21:00 (점심 12:30 ~ 14:00) / 수요일 09:30 ~ 21:00 (점심 12:30 ~ 14:00) / 목요일 09:30 ~ 21:00 (점심 12:30 ~ 14:00) / 금요일 09:30 ~ 21:00 (점심 12:30 ~ 14:00) / 토요일 09:30 ~ 17:00 (점심 12:30 ~ 13:30) / 일요일 09:30 ~ 17:00 (점심 12:30 ~ 13:30),050803531445
리프팅,레이저리프팅,슈링크유니버스,https://www.yeoshin.co.kr/event/mobile/4385,"탄력UP, 슈링크 유니버스",https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/dHYsT1Wci6U1Wy86kk1DY2818fy2.png?q=90&f=webp&w=1024,"#리프팅레이저
#타이트닝",9.7,후기 19,"38,500원",VAT 포함,"슈링크유니버스
시술시간
30~40분
마취여부
크림마취
회복시간
3일
시술효과
1~2달 후",유앤아이의원(일산점),,경기도 고양시 일산동구 중앙로1275번길 38-5 유앤아이의원(일산점),,화요일 10:00 ~ 20:30 (점심 13:00 ~ 14:00) / 수요일 10:00 ~ 20:30 (점심 13:00 ~ 14:00) / 목요일 10:00 ~ 20:30 (점심 13:00 ~ 14:00) / 금요일 10:00 ~ 20:30 (점심 13:00 ~ 14:00) / 토요일 10:00 ~ 16:00 / 일요일 휴진,0508-0354-0852
리프팅,레이저리프팅,슈링크유니버스,https://www.yeoshin.co.kr/event/mobile/27593,슈링크유니버스 300샷,https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/IJllSfa0KmKRJgQBKaypSN5CZ5Q9.jpg?q=90&f=webp&w=1024,"#리프팅레이저
#타이트닝",,,"163,900원",VAT 포함,"슈링크유니버스
시술시간
30~40분
마취여부
크림마취
회복시간
약 3일
시술효과
1~2개월",리베리의원(마포점),사후관리 / 사후관리,서울특별시 마포구 월드컵로 200 (성산동) SJ라벨라 11층,"크림마취
국소마취",화요일 10:30 ~ 20:30 (점심 14:00 ~ 15:00) / 수요일 10:30 ~ 20:30 (점심 14:00 ~ 15:00) / 목요일 10:30 ~ 20:30 (점심 14:00 ~ 15:00) / 금요일 10:30 ~ 20:30 (점심 14:00 ~ 15:00) / 토요일 10:30 ~ 15:30 / 일요일 휴진,"서울특별시 마포구 월드컵로 200, 11층 1101,1102호(성산동, SJ라벨라 상암)"
리프팅,레이저리프팅,슈링크유니버스,https://www.yeoshin.co.kr/event/mobile/27519,"퀵리프팅 통증DOWN, 슈링크 유니버스",https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/iw7qlu0P0tiJYeI8u02pszJ6Vdq7.jpg?q=90&f=webp&w=1024,"#리프팅레이저
#타이트닝",,,"50,000원",VAT 포함,"슈링크유니버스
시술시간
10~20분
마취여부
크림마취
회복시간
약 3일
시술효과
1~3개월",아이맘한의원,기본 입원실 / 기본 입원실 / 환자전용숙소 / 환자전용숙소 / 전담회복실 / 전담회복실 / 사후관리 / 사후관리 / 피부진단기 F-RAY 촬영 > / 피부진단기 F-RAY 촬영 > / 피부진단기 F-RAY 촬영 >,경상남도 창원시 진해구 진해대로 752 (석동) 롯데시네마 2층,크림마취,화요일 10:00 ~ 20:00 (점심 12:30 ~ 14:00) / 수요일 10:00 ~ 20:00 (점심 12:30 ~ 14:00) / 목요일 10:00 ~ 20:00 (점심 12:30 ~ 14:00) / 금요일 10:00 ~ 20:00 (점심 12:30 ~ 14:00) / 토요일 10:00 ~ 15:00 / 일요일 휴진 / 공휴일 진료합니다.,0508-0354-2525
리프팅,레이저리프팅,슈링크유니버스,https://www.yeoshin.co.kr/event/mobile/25186,슈링크 유니버스 100샷,https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/QWq2Mih399Qu35hiBay5nimC7w75.jpg?q=90&f=webp&w=1024,"#리프팅레이저
#타이트닝",,,"99,000원",VAT 포함,"슈링크유니버스
시술시간
30~40분
마취여부
크림마취
회복시간
약 3일
시술효과
1~2개월",더올림성형외과의원,전문의 1명 / 전문의 1명 / 여의사 진료 / 여의사 진료 / 사후관리 / 사후관리,대구광역시 중구 달구벌대로 2095 (덕산동) 삼성생명 3층 더올림성형외과의원,"크림마취
수면마취",화요일 10:00 ~ 19:00 / 수요일 10:00 ~ 19:00 / 목요일 10:00 ~ 19:00 / 금요일 10:00 ~ 19:00 / 토요일 10:00 ~ 16:00 / 일요일 휴진,050803531308
리프팅,레이저리프팅,슈링크유니버스,https://www.yeoshin.co.kr/event/mobile/17375,블리비 슈링크 유니버스 리프팅,https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/MZzCd1YqgdLqpkc8WvGC17BagIc1.jpg?q=90&f=webp&w=1024,"#리프팅레이저
#타이트닝",8.7,후기 7,"38,500원",VAT 포함,"슈링크유니버스
시술시간
30~40분
마취여부
크림마취
회복시간
약 3일
시술효과
1~2개월",블리비의원(명동점),,서울특별시 중구 남대문로 84 (남대문로2가) 하이드파크 6층,,화요일 10:30 ~ 20:30 (점심 14:00 ~ 15:00) / 수요일 10:30 ~ 20:30 (점심 14:00 ~ 15:00) / 목요일 10:30 ~ 20:30 (점심 14:00 ~ 15:00) / 금요일 10:30 ~ 20:30 (점심 14:00 ~ 15:00) / 토요일 10:00 ~ 16:30 / 일요일 휴진,0508-0354-2895
리프팅,레이저리프팅,슈링크유니버스,https://www.yeoshin.co.kr/event/mobile/17290,블리비 슈링크 유니버스 리프팅,https://d3gurpvil0se70.cloudfront.net/upfiles/images/product/ycD8domQPzB9Q4lv0cDSLx0xT1F5.jpg?q=90&f=webp&w=1024,"#리프팅레이저
#타이트닝",9.5,후기 6,"38,500원",VAT 포함,"슈링크유니버스
시술시간
30~40분
마취여부
크림마취
회복시간
약 3일
시술효과
1~2개월",블리비의원(발산점),,"서울특별시 강서구 강서로 395 (마곡동) 3층(마곡동, 플레이스H)",,화요일 10:30 ~ 20:30 (점심 14:00 ~ 15:00) / 수요일 10:30 ~ 20:30 (점심 14:00 ~ 15:00) / 목요일 10:30 ~ 20:30 (점심 14:00 ~ 15:00) / 금요일 10:30 ~ 20:30 (점심 14:00 ~ 15:00) / 토요일 10:00 ~ 16:30 / 일요일 휴진 / 토요일 점심시간 없이 진료 일요일 / 공휴일 휴무,0508-0354-2882
